pressure[Pa]  solidus[K]  liquidus[K]
1.85E+10 2316.4424 2916.4424
1.87E+10 2322.2929 2922.2929
1.90E+10 2328.1434 2928.1434
1.92E+10 2333.9939 2933.9939
1.94E+10 2339.8444 2939.8444
1.96E+10 2345.6949 2945.6949
1.98E+10 2351.5454 2951.5454
2.01E+10 2357.3959 2957.3959
2.03E+10 2363.2464 2963.2464
2.05E+10 2369.0969 2969.0969
2.07E+10 2374.9474 2974.9474
2.09E+10 2380.7979 2980.7979
2.12E+10 2386.6484 2986.6484
2.14E+10 2392.4989 2992.4989
2.16E+10 2398.3494 2998.3494
2.18E+10 2404.1999 3004.1999
2.21E+10 2410.0504 3010.0504
2.23E+10 2415.9009 3015.9009
2.25E+10 2421.7514 3021.7514
2.27E+10 2427.602 3027.602
2.29E+10 2433.4525 3033.4525
2.32E+10 2439.303 3039.303
2.34E+10 2445.1535 3045.1535
2.36E+10 2451.004 3051.004
2.38E+10 2456.8545 3056.8545
2.40E+10 2462.705 3062.705
2.43E+10 2468.5555 3068.5555
2.45E+10 2474.406 3074.406
2.47E+10 2480.2565 3080.2565
2.49E+10 2486.107 3086.107
2.51E+10 2491.9575 3091.9575
2.54E+10 2497.808 3097.808
2.56E+10 2503.6585 3103.6585
2.58E+10 2509.509 3109.509
2.60E+10 2515.3595 3115.3595
2.62E+10 2521.21 3121.21
2.65E+10 2527.0605 3127.0605
2.67E+10 2532.911 3132.911
2.69E+10 2538.7615 3138.7615
2.71E+10 2544.612 3144.612
2.73E+10 2550.4625 3150.4625
2.76E+10 2556.313 3156.313
2.78E+10 2562.1636 3162.1636
2.80E+10 2568.0141 3168.0141
2.82E+10 2573.8646 3173.8646
2.84E+10 2579.7151 3179.7151
2.87E+10 2585.5656 3185.5656
2.89E+10 2591.4161 3191.4161
2.91E+10 2597.2666 3197.2666
2.93E+10 2603.1171 3203.1171
2.96E+10 2608.9676 3208.9676
2.98E+10 2614.8181 3214.8181
3.00E+10 2620.6686 3220.6686
3.02E+10 2626.5191 3226.5191
3.04E+10 2632.3696 3232.3696
3.07E+10 2638.2201 3238.2201
3.09E+10 2644.0706 3244.0706
3.11E+10 2649.9211 3249.9211
3.13E+10 2655.7716 3255.7716
3.15E+10 2661.6221 3261.6221
3.18E+10 2667.4726 3267.4726
3.20E+10 2673.3231 3273.3231
3.22E+10 2679.1736 3279.1736
3.24E+10 2685.0241 3285.0241
3.26E+10 2690.8746 3290.8746
3.29E+10 2696.7252 3296.7252
3.31E+10 2702.5757 3302.5757
3.33E+10 2708.4262 3308.4262
3.35E+10 2714.2767 3314.2767
3.37E+10 2720.1272 3320.1272
3.40E+10 2725.9777 3325.9777
3.42E+10 2731.8282 3331.8282
3.44E+10 2737.6787 3337.6787
3.46E+10 2743.5292 3343.5292
3.48E+10 2749.3797 3349.3797
3.51E+10 2755.2302 3355.2302
3.53E+10 2761.0807 3361.0807
3.55E+10 2766.9312 3366.9312
3.57E+10 2772.7817 3372.7817
3.59E+10 2778.6322 3378.6322
3.62E+10 2784.4827 3384.4827
3.64E+10 2790.3332 3390.3332
3.66E+10 2796.1837 3396.1837
3.68E+10 2802.0342 3402.0342
3.70E+10 2807.8847 3407.8847
3.73E+10 2813.7352 3413.7352
3.75E+10 2819.5857 3419.5857
3.77E+10 2825.4362 3425.4362
3.79E+10 2831.2868 3431.2868
3.82E+10 2837.1373 3437.1373
3.84E+10 2842.9878 3442.9878
3.86E+10 2848.8383 3448.8383
3.88E+10 2854.6888 3454.6888
3.90E+10 2860.5393 3460.5393
3.93E+10 2866.3898 3466.3898
3.95E+10 2872.2403 3472.2403
3.97E+10 2878.0908 3478.0908
3.99E+10 2883.9413 3483.9413
4.01E+10 2889.7918 3489.7918
4.04E+10 2895.6423 3495.6423
4.06E+10 2901.4928 3501.4928
4.08E+10 2907.3433 3507.3433
4.10E+10 2913.1938 3513.1938
4.12E+10 2919.0443 3519.0443
4.15E+10 2924.8948 3524.8948
4.17E+10 2930.7453 3530.7453
4.19E+10 2936.5958 3536.5958
4.21E+10 2942.4463 3542.4463
4.23E+10 2948.2968 3548.2968
4.26E+10 2954.1473 3554.1473
4.28E+10 2959.9978 3559.9978
4.30E+10 2965.8484 3565.8484
4.32E+10 2971.6989 3571.6989
4.34E+10 2977.5494 3577.5494
4.37E+10 2983.3999 3583.3999
4.39E+10 2989.2504 3589.2504
4.41E+10 2995.1009 3595.1009
4.43E+10 3000.9514 3600.9514
4.45E+10 3006.8019 3606.8019
4.48E+10 3012.6524 3612.6524
4.50E+10 3018.5029 3618.5029
4.52E+10 3024.3534 3624.3534
4.54E+10 3030.2039 3630.2039
4.56E+10 3036.0544 3636.0544
4.59E+10 3041.9049 3641.9049
4.61E+10 3047.7554 3647.7554
4.63E+10 3053.6059 3653.6059
4.65E+10 3059.4564 3659.4564
4.68E+10 3065.3069 3665.3069
4.70E+10 3071.1574 3671.1574
4.72E+10 3077.0079 3677.0079
4.74E+10 3082.8584 3682.8584
4.76E+10 3088.7089 3688.7089
4.79E+10 3094.5594 3694.5594
4.81E+10 3100.41 3700.41
4.83E+10 3106.2605 3706.2605
4.85E+10 3112.111 3712.111
4.87E+10 3117.9615 3717.9615
4.90E+10 3123.812 3723.812
4.92E+10 3129.6625 3729.6625
4.94E+10 3135.513 3735.513
4.96E+10 3141.3635 3741.3635
4.98E+10 3147.214 3747.214
5.01E+10 3153.0645 3753.0645
5.03E+10 3158.915 3758.915
5.05E+10 3164.7655 3764.7655
5.07E+10 3170.616 3770.616
5.09E+10 3176.4665 3776.4665
5.12E+10 3182.317 3782.317
5.14E+10 3188.1675 3788.1675
5.16E+10 3194.018 3794.018
5.18E+10 3199.8685 3799.8685
5.20E+10 3205.719 3805.719
5.23E+10 3211.5695 3811.5695
5.25E+10 3217.42 3817.42
5.27E+10 3223.2705 3823.2705
5.29E+10 3229.121 3829.121
5.31E+10 3234.9716 3834.9716
5.34E+10 3240.8221 3840.8221
5.36E+10 3246.6726 3846.6726
5.38E+10 3252.5231 3852.5231
5.40E+10 3258.3736 3858.3736
5.42E+10 3264.2241 3864.2241
5.45E+10 3270.0746 3870.0746
5.47E+10 3275.9251 3875.9251
5.49E+10 3281.7756 3881.7756
5.51E+10 3287.6261 3887.6261
5.54E+10 3293.4766 3893.4766
5.56E+10 3299.3271 3899.3271
5.58E+10 3305.1776 3905.1776
5.60E+10 3311.0281 3911.0281
5.62E+10 3316.8786 3916.8786
5.65E+10 3322.7291 3922.7291
5.67E+10 3328.5796 3928.5796
5.69E+10 3334.4301 3934.4301
5.71E+10 3340.2806 3940.2806
5.73E+10 3346.1311 3946.1311
5.76E+10 3351.9816 3951.9816
5.78E+10 3357.8321 3957.8321
5.80E+10 3363.6826 3963.6826
5.82E+10 3369.5332 3969.5332
5.84E+10 3375.3837 3975.3837
5.87E+10 3381.2342 3981.2342
5.89E+10 3387.0847 3987.0847
5.91E+10 3392.9352 3992.9352
5.93E+10 3398.7857 3998.7857
5.95E+10 3404.6362 4004.6362
5.98E+10 3410.4867 4010.4867
6.00E+10 3416.3372 4016.3372
6.02E+10 3422.1877 4022.1877
6.04E+10 3428.0382 4028.0382
6.06E+10 3433.8887 4033.8887
6.09E+10 3439.7392 4039.7392
6.11E+10 3445.5897 4045.5897
6.13E+10 3451.4402 4051.4402
6.15E+10 3457.2907 4057.2907
6.17E+10 3463.1412 4063.1412
6.20E+10 3468.9917 4068.9917
6.22E+10 3474.8422 4074.8422
6.24E+10 3480.6927 4080.6927
6.26E+10 3486.5432 4086.5432
6.28E+10 3492.3937 4092.3937
6.31E+10 3498.2443 4098.2443
6.33E+10 3504.0948 4104.0948
6.35E+10 3509.9453 4109.9453
6.37E+10 3515.7958 4115.7958
6.40E+10 3521.6463 4121.6463
6.42E+10 3527.4968 4127.4968
6.44E+10 3533.3473 4133.3473
6.46E+10 3539.1978 4139.1978
6.48E+10 3545.0483 4145.0483
6.51E+10 3550.8988 4150.8988
6.53E+10 3556.7493 4156.7493
6.55E+10 3562.5998 4162.5998
6.57E+10 3568.4503 4168.4503
6.59E+10 3574.3008 4174.3008
6.62E+10 3580.1513 4180.1513
6.64E+10 3586.0018 4186.0018
6.66E+10 3591.8523 4191.8523
6.68E+10 3597.7028 4197.7028
6.70E+10 3603.5533 4203.5533
6.73E+10 3609.4038 4209.4038
6.75E+10 3615.2543 4215.2543
6.77E+10 3621.1048 4221.1048
6.79E+10 3626.9553 4226.9553
6.81E+10 3632.8059 4232.8059
6.84E+10 3638.6564 4238.6564
6.86E+10 3644.5069 4244.5069
6.88E+10 3650.3574 4250.3574
6.90E+10 3656.2079 4256.2079
6.92E+10 3662.0584 4262.0584
6.95E+10 3667.9089 4267.9089
6.97E+10 3673.7594 4273.7594
6.99E+10 3679.6099 4279.6099
7.01E+10 3685.4604 4285.4604
7.03E+10 3691.3109 4291.3109
7.06E+10 3697.1614 4297.1614
7.08E+10 3703.0119 4303.0119
7.10E+10 3708.8624 4308.8624
7.12E+10 3714.7129 4314.7129
7.14E+10 3720.5634 4320.5634
7.17E+10 3726.4139 4326.4139
7.19E+10 3732.2644 4332.2644
7.21E+10 3738.1149 4338.1149
7.23E+10 3743.9654 4343.9654
7.26E+10 3749.8159 4349.8159
7.28E+10 3755.6664 4355.6664
7.30E+10 3761.5169 4361.5169
7.32E+10 3767.3675 4367.3675
7.34E+10 3773.218 4373.218
7.37E+10 3779.0685 4379.0685
7.39E+10 3784.919 4384.919
7.41E+10 3790.7695 4390.7695
7.43E+10 3796.62 4396.62
7.45E+10 3802.4705 4402.4705
7.48E+10 3808.321 4408.321
7.50E+10 3814.1715 4414.1715
7.52E+10 3820.022 4420.022
7.54E+10 3825.8725 4425.8725
7.56E+10 3831.723 4431.723
7.59E+10 3837.5735 4437.5735
7.61E+10 3843.424 4443.424
7.63E+10 3849.2745 4449.2745
7.65E+10 3855.125 4455.125
7.67E+10 3860.9755 4460.9755
7.70E+10 3866.826 4466.826
7.72E+10 3872.6765 4472.6765
7.74E+10 3878.527 4478.527
7.76E+10 3884.3775 4484.3775
7.78E+10 3890.228 4490.228
7.81E+10 3896.0785 4496.0785
7.83E+10 3901.9291 4501.9291
7.85E+10 3907.7796 4507.7796
7.87E+10 3913.6301 4513.6301
7.89E+10 3919.4806 4519.4806
7.92E+10 3925.3311 4525.3311
7.94E+10 3931.1816 4531.1816
7.96E+10 3937.0321 4537.0321
7.98E+10 3942.8826 4542.8826
8.01E+10 3948.7331 4548.7331
8.03E+10 3954.5836 4554.5836
8.05E+10 3960.4341 4560.4341
8.07E+10 3966.2846 4566.2846
8.09E+10 3972.1351 4572.1351
8.12E+10 3977.9856 4577.9856
8.14E+10 3983.8361 4583.8361
8.16E+10 3989.6866 4589.6866
8.18E+10 3995.5371 4595.5371
8.20E+10 4001.3876 4601.3876
8.23E+10 4007.2381 4607.2381
8.25E+10 4013.0886 4613.0886
8.27E+10 4018.9391 4618.9391
8.29E+10 4024.7896 4624.7896
8.31E+10 4030.6401 4630.6401
8.34E+10 4036.4907 4636.4907
8.36E+10 4042.3412 4642.3412
8.38E+10 4048.1917 4648.1917
8.40E+10 4054.0422 4654.0422
8.42E+10 4059.8927 4659.8927
8.45E+10 4065.7432 4665.7432
8.47E+10 4071.5937 4671.5937
8.49E+10 4077.4442 4677.4442
8.51E+10 4083.2947 4683.2947
8.53E+10 4089.1452 4689.1452
8.56E+10 4094.9957 4694.9957
8.58E+10 4100.8462 4700.8462
8.60E+10 4106.6967 4706.6967
8.62E+10 4112.5472 4712.5472
8.64E+10 4118.3977 4718.3977
8.67E+10 4124.2482 4724.2482
8.69E+10 4130.0987 4730.0987
8.71E+10 4135.9492 4735.9492
8.73E+10 4141.7997 4741.7997
8.75E+10 4147.6502 4747.6502
8.78E+10 4153.5007 4753.5007
8.80E+10 4159.3512 4759.3512
8.82E+10 4165.2017 4765.2017
8.84E+10 4171.0523 4771.0523
8.87E+10 4176.9028 4776.9028
8.89E+10 4182.7533 4782.7533
8.91E+10 4188.6038 4788.6038
8.93E+10 4194.4543 4794.4543
8.95E+10 4200.3048 4800.3048
8.98E+10 4206.1553 4806.1553
9.00E+10 4212.0058 4812.0058
9.02E+10 4217.8563 4817.8563
9.04E+10 4223.7068 4823.7068
9.06E+10 4229.5573 4829.5573
9.09E+10 4235.4078 4835.4078
9.11E+10 4241.2583 4841.2583
9.13E+10 4247.1088 4847.1088
9.15E+10 4252.9593 4852.9593
9.17E+10 4258.8098 4858.8098
9.20E+10 4264.6603 4864.6603
9.22E+10 4270.5108 4870.5108
9.24E+10 4276.3613 4876.3613
9.26E+10 4282.2118 4882.2118
9.28E+10 4288.0623 4888.0623
9.31E+10 4293.9128 4893.9128
9.33E+10 4299.7633 4899.7633
9.35E+10 4305.6139 4905.6139
9.37E+10 4311.4644 4911.4644
9.39E+10 4317.3149 4917.3149
9.42E+10 4323.1654 4923.1654
9.44E+10 4329.0159 4929.0159
9.46E+10 4334.8664 4934.8664
9.48E+10 4340.7169 4940.7169
9.50E+10 4346.5674 4946.5674
9.53E+10 4352.4179 4952.4179
9.55E+10 4358.2684 4958.2684
9.57E+10 4364.1189 4964.1189
9.59E+10 4369.9694 4969.9694
9.61E+10 4375.8199 4975.8199
9.64E+10 4381.6704 4981.6704
9.66E+10 4387.5209 4987.5209
9.68E+10 4393.3714 4993.3714
9.70E+10 4399.2219 4999.2219
9.73E+10 4405.0724 5005.0724
9.75E+10 4410.9229 5010.9229
9.77E+10 4416.7734 5016.7734
9.79E+10 4422.6239 5022.6239
9.81E+10 4428.4744 5028.4744
9.84E+10 4434.325 5034.325
9.86E+10 4440.1755 5040.1755
9.88E+10 4446.026 5046.026
9.90E+10 4451.8765 5051.8765
9.92E+10 4457.727 5057.727
9.95E+10 4463.5775 5063.5775
9.97E+10 4469.428 5069.428
9.99E+10 4475.2785 5075.2785
1.00E+11 4481.129 5081.129
1.00E+11 4486.9795 5086.9795
1.01E+11 4492.83 5092.83
1.01E+11 4498.6805 5098.6805
1.01E+11 4504.531 5104.531
1.01E+11 4510.3815 5110.3815
1.01E+11 4516.232 5116.232
1.02E+11 4522.0825 5122.0825
1.02E+11 4527.933 5127.933
1.02E+11 4533.7835 5133.7835
1.02E+11 4539.634 5139.634
1.03E+11 4545.4845 5145.4845
1.03E+11 4551.335 5151.335
1.03E+11 4557.1855 5157.1855
1.03E+11 4563.036 5163.036
1.03E+11 4568.8866 5168.8866
1.04E+11 4574.7371 5174.7371
1.04E+11 4580.5876 5180.5876
1.04E+11 4586.4381 5186.4381
1.04E+11 4592.2886 5192.2886
1.05E+11 4598.1391 5198.1391
1.05E+11 4603.9896 5203.9896
1.05E+11 4609.8401 5209.8401
1.05E+11 4615.6906 5215.6906
1.05E+11 4621.5411 5221.5411
1.06E+11 4627.3916 5227.3916
1.06E+11 4633.2421 5233.2421
1.06E+11 4639.0926 5239.0926
1.06E+11 4644.9431 5244.9431
1.07E+11 4650.7936 5250.7936
1.07E+11 4656.6441 5256.6441
1.07E+11 4662.4946 5262.4946
1.07E+11 4668.3451 5268.3451
1.07E+11 4674.1956 5274.1956
1.08E+11 4680.0461 5280.0461
1.08E+11 4685.8966 5285.8966
1.08E+11 4691.7471 5291.7471
1.08E+11 4697.5976 5297.5976
1.08E+11 4703.4482 5303.4482
1.09E+11 4709.2987 5309.2987
1.09E+11 4715.1492 5315.1492
1.09E+11 4720.9997 5320.9997
1.09E+11 4726.8502 5326.8502
1.10E+11 4732.7007 5332.7007
1.10E+11 4738.5512 5338.5512
1.10E+11 4744.4017 5344.4017
1.10E+11 4750.2522 5350.2522
1.10E+11 4756.1027 5356.1027
1.11E+11 4761.9532 5361.9532
1.11E+11 4767.8037 5367.8037
1.11E+11 4773.6542 5373.6542
1.11E+11 4779.5047 5379.5047
1.12E+11 4785.3552 5385.3552
1.12E+11 4791.2057 5391.2057
1.12E+11 4797.0562 5397.0562
1.12E+11 4802.9067 5402.9067
1.12E+11 4808.7572 5408.7572
1.13E+11 4814.6077 5414.6077
1.13E+11 4820.4582 5420.4582
1.13E+11 4826.3087 5426.3087
1.13E+11 4832.1592 5432.1592
1.14E+11 4838.0098 5438.0098
1.14E+11 4843.8603 5443.8603
1.14E+11 4849.7108 5449.7108
1.14E+11 4855.5613 5455.5613
1.14E+11 4861.4118 5461.4118
1.15E+11 4867.2623 5467.2623
1.15E+11 4873.1128 5473.1128
1.15E+11 4878.9633 5478.9633
1.15E+11 4884.8138 5484.8138
1.16E+11 4890.6643 5490.6643
1.16E+11 4896.5148 5496.5148
1.16E+11 4902.3653 5502.3653
1.16E+11 4908.2158 5508.2158
1.16E+11 4914.0663 5514.0663
1.17E+11 4919.9168 5519.9168
1.17E+11 4925.7673 5525.7673
1.17E+11 4931.6178 5531.6178
1.17E+11 4937.4683 5537.4683
1.18E+11 4943.3188 5543.3188
1.18E+11 4949.1693 5549.1693
1.18E+11 4955.0198 5555.0198
1.18E+11 4960.8703 5560.8703
1.18E+11 4966.7208 5566.7208
1.19E+11 4972.5714 5572.5714
1.19E+11 4978.4219 5578.4219
1.19E+11 4984.2724 5584.2724
1.19E+11 4990.1229 5590.1229
1.20E+11 4995.9734 5595.9734
1.20E+11 5001.8239 5601.8239
1.20E+11 5007.6744 5607.6744
1.20E+11 5013.5249 5613.5249
1.20E+11 5019.3754 5619.3754
1.21E+11 5025.2259 5625.2259
1.21E+11 5031.0764 5631.0764
1.21E+11 5036.9269 5636.9269
1.21E+11 5042.7774 5642.7774
1.22E+11 5048.6279 5648.6279
1.22E+11 5054.4784 5654.4784
1.22E+11 5060.3289 5660.3289
1.22E+11 5066.1794 5666.1794
1.22E+11 5072.0299 5672.0299
1.23E+11 5077.8804 5677.8804
1.23E+11 5083.7309 5683.7309
1.23E+11 5089.5814 5689.5814
1.23E+11 5095.4319 5695.4319
1.23E+11 5101.2824 5701.2824
1.24E+11 5107.133 5707.133
1.24E+11 5112.9835 5712.9835
1.24E+11 5118.834 5718.834
1.24E+11 5124.6845 5724.6845
1.25E+11 5130.535 5730.535
1.25E+11 5136.3855 5736.3855
1.25E+11 5142.236 5742.236
1.25E+11 5148.0865 5748.0865
1.25E+11 5153.937 5753.937
1.26E+11 5159.7875 5759.7875
1.26E+11 5165.638 5765.638
1.26E+11 5171.4885 5771.4885
1.26E+11 5177.339 5777.339
